NIST Atomic Spectra Database Lines Data
Cd : 353 Lines of Data Found  Example of how to reference these results:
Ralchenko, Yu., Kramida, A.E., Reader, J., and NIST ASD Team (2011). NIST Atomic 
Spectra Database (ver. 4.1.0), [Online]. Available: http://physics.nist.gov/asd 
[2012, June 26]. National Institute of Standards and Technology, Gaithersburg, 
MD.  
Wavelength in: vacuum 
Highest relative intensity: 2000 

Query NIST Bibliographic Databases for 
Cd (new window) 
Cd Energy Levels  
Cd Line Wavelengths and Classification  
Cd Transition Probabilities  

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed  |       Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek          |     Configurations       |    Terms   |  Ji   Jk    | gi   gk |Type|    TP  |      Line  |
          |    Wavelength |    Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |                          |            |             |         |    |   Ref. |      Ref.  |
          |     Vac (nm)  |     Vac (nm)  |  (?)  |           |      |                                   |                          |            |             |         |    |        |            |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Cd IV     |    116.578    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    116.730    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    117.973    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    118.307    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    118.340    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    119.413    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    119.563    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    119.647    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    119.893    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    121.538    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    122.352    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    124.606    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    124.656    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
