NIST Atomic Spectra Database Lines Data
Se : 255 Lines of Data Found  Example of how to reference these results:
Ralchenko, Yu., Kramida, A.E., Reader, J., and NIST ASD Team (2011). NIST Atomic 
Spectra Database (ver. 4.1.0), [Online]. Available: http://physics.nist.gov/asd 
[2012, June 22]. National Institute of Standards and Technology, Gaithersburg, 
MD.  
Wavelength in: vacuum 
Highest relative intensity: 900 

Query NIST Bibliographic Databases for 
Se (new window) 
Se Energy Levels  
Se Line Wavelengths and Classification  
Se Transition Probabilities  

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed  |      Ritz    |  Rel. |    Aki    | Acc. |   Ei           Ek   | Configurations  |    Terms   |  Ji   Jk  | gi   gk |Type|    TP  |   Line  |
          |   Wavelength |   Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |                 |            |           |         |    |   Ref. |   Ref.  |
          |    Vac (nm)  |    Vac (nm)  |  (?)  |           |      |                     |                 |            |           |         |    |        |         |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    158.00    |              |   200 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    158.75    |              |   150 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    159.32    |              |   150 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    160.65    |              |   250 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    161.07    |              |   100 |           |      |                     |                 |            |           |         |    |        |  L3316  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    161.13    |              |   100 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    161.74    |              |   200 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    162.12    |              |   150 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    162.27    |              |   100 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    162.62    |              |   120 |           |      |                     |                 |            |           |         |    |        |  L3316  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    164.34    |              |   150 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    167.12    |              |   250 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    167.53    |              |   250 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    169.07    |              |   250 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    179.33    |              |   250 |           |      |                     |                 |            |           |         |    |        |  L3316  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    179.53    |              |   300 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    185.52    |              |   300 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    185.88    |              |   250 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    189.86    |              |   400 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    191.38    |              |   350 |           |      |                     |                 |            |           |         |    |        |  L3316  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    191.92    |              |   300 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    196.09    |              |   500 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    199.51    |              |   150 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    204.05    |              |   500 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se III    |    205.82    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3524  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    207.55    |              |   500 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se IV     |    209.07    |              |   220 |           |      |                     |                 |            |           |         |    |        |   L710  |
Se IV     |    213.73    |              |   285 |           |      |                     |                 |            |           |         |    |        |   L710  |
Se I      |    216.49    |              |   500 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se IV     |    216.59    |              |   160 |           |      |                     |                 |            |           |         |    |        |   L710  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se IV     |    216.73    |              |   160 |           |      |                     |                 |            |           |         |    |        |   L710  |
Se I      |    233.35    |              |   150 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    241.42    |              |   600 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    254.88    |              |   300 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se IV     |    266.63    |              |   360 |           |      |                     |                 |            |           |         |    |        |   L710  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se IV     |    272.51    |              |   285 |           |      |                     |                 |            |           |         |    |        |   L710  |
Se III    |    276.80    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3524  |
Se III    |    277.46    |              |   220 |           |      |                     |                 |            |           |         |    |        |  L3524  |
Se IV     |    295.25    |              |   160 |           |      |                     |                 |            |           |         |    |        |   L710  |
Se II     |    303.96    |              |   220 |           |      |                     |                 |            |           |         |    |        |  L3276  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se II     |    304.22    |              |   220 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se III    |    338.08    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    338.82    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    341.49    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    342.94    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3478  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se III    |    345.88    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    354.46    |              |   360 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    357.12    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    363.86    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    371.28    |              |   360 |           |      |                     |                 |            |           |         |    |        |  L3478  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se III    |    373.98    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    374.41    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3524  |
Se III    |    380.20    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se III    |    404.78    |              |   360 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se II     |    407.13    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se III    |    408.44    |              |   220 |           |      |                     |                 |            |           |         |    |        |  L3524  |
Se III    |    417.03    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3524  |
Se II     |    417.65    |              |   360 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    418.21    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se I      |    432.99    |              |   120 |           |      |                     |                 |            |           |         |    |        |  L3316  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    433.15    |              |   100 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se II     |    438.41    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    444.72    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    445.04    |              |   220 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    446.89    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se III    |    463.92    |              |   220 |           |      |                     |                 |            |           |         |    |        |  L3478  |
Se I      |    473.21    |              |   500 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    474.03    |              |   400 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    474.35    |              |   300 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se II     |    484.20    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se II     |    484.64    |              |   360 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    522.90    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    530.69    |              |   360 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se I      |    536.70    |              |   100 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se I      |    537.14    |              |   120 |           |      |                     |                 |            |           |         |    |        |  L3316  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
Se I      |    537.56    |              |   110 |           |      |                     |                 |            |           |         |    |        |  L3316  |
Se II     |    552.39    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    556.84    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    586.79    |              |   285 |           |      |                     |                 |            |           |         |    |        |  L3276  |
Se II     |    605.77    |              |   450 |           |      |                     |                 |            |           |         |    |        |  L3276  |
          |              |              |       |           |      |                     |                 |            |           |         |    |        |         |
